Date,Type,Price,Landsize,BuildingArea,Rooms,Bathroom,Car,YearBuilt,Distance,Regionname,Propertycount
3/9/2017,h,1695000,NA,NA,3,NA,NA,NA,2.4,Northern Metropolitan,14949
3/9/2017,t,1480000,NA,NA,3,2,3,2005,2.4,Northern Metropolitan,14949
3/9/2017,t,1120000,NA,NA,3,2,1,NA,2.4,Northern Metropolitan,14949
3/9/2017,h,NA,160,NA,3,1,NA,NA,2.4,Northern Metropolitan,14949
3/9/2017,h,2368000,390,NA,4,1,3,NA,2.4,Northern Metropolitan,14949
3/9/2017,t,1380000,NA,155,2,2,2,1950,2.4,Northern Metropolitan,14949
3/9/2017,u,575000,NA,67,2,1,1,2012,2.4,Northern Metropolitan,14949
3/9/2017,h,1755000,NA,NA,7,3,NA,NA,19.9,Eastern Metropolitan,7785
3/9/2017,h,926000,NA,162,4,2,2,1985,19.9,Eastern Metropolitan,7785
3/9/2017,h,1120000,669,106,3,1,2,1960,19.9,Eastern Metropolitan,7785
3/9/2017,u,575000,NA,NA,2,NA,NA,NA,19.9,Eastern Metropolitan,7785
3/9/2017,h,1165000,NA,NA,4,2,3,NA,21.3,Eastern Metropolitan,4407
3/9/2017,h,NA,663,173,4,3,1,1960,19.9,Eastern Metropolitan,3619
3/9/2017,u,655000,NA,107,2,1,0,1930,7.2,Southern Metropolitan,821
3/9/2017,h,NA,NA,NA,4,2,2,NA,8.9,Eastern Metropolitan,3540
3/9/2017,h,985000,NA,NA,2,1,NA,NA,8.9,Eastern Metropolitan,3540
3/9/2017,u,376000,NA,68,2,1,1,1980,8.9,Eastern Metropolitan,3540
3/9/2017,h,NA,NA,NA,3,1,1,NA,20.6,Northern Metropolitan,5833
3/9/2017,h,570000,504,0,4,2,2,2000,20.6,Northern Metropolitan,5833
3/9/2017,h,515000,532,NA,3,2,2,2000,20.6,Northern Metropolitan,5833
3/9/2017,h,1875000,NA,199,4,2,2,1995,15.2,Southern Metropolitan,4497
3/9/2017,h,1137000,126,79,2,1,NA,NA,1.9,Southern Metropolitan,5943
3/9/2017,t,NA,NA,312,3,2,2,2010,2.7,Southern Metropolitan,14887
3/9/2017,h,1750000,NA,111,3,2,NA,1910,2.7,Southern Metropolitan,14887
3/9/2017,u,860000,644,NA,2,1,1,NA,2.7,Southern Metropolitan,14887
3/9/2017,h,NA,237,151,3,1,0,1900,2.7,Southern Metropolitan,14887
3/9/2017,t,1150000,NA,NA,3,NA,NA,NA,6.2,Western Metropolitan,1223
3/9/2017,h,1080000,795,NA,4,2,3,NA,20.8,South-Eastern Metropolitan,7412
3/9/2017,t,NA,NA,NA,3,NA,NA,NA,22.2,South-Eastern Metropolitan,4054
3/9/2017,h,850000,584,NA,4,2,2,NA,22.2,South-Eastern Metropolitan,4054
3/9/2017,h,528000,NA,112,3,1,1,1974,14,Western Metropolitan,14042
3/9/2017,h,645000,539,138,3,1,0,1960,14,Western Metropolitan,14042
3/9/2017,h,1280000,571,302,3,3,2,1960,8.2,Western Metropolitan,3284
3/9/2017,h,NA,855,NA,2,1,4,NA,8.2,Western Metropolitan,3284
3/9/2017,h,570000,693,174,4,2,2,1995,31.7,Western Metropolitan,14092
3/9/2017,h,540000,650,161,4,2,2,1995,31.7,Western Metropolitan,14092
3/9/2017,h,482000,664,138,3,2,4,1975,31.7,Western Metropolitan,14092
3/9/2017,h,662000,1050,NA,3,1,2,NA,31.7,Western Metropolitan,14092
3/9/2017,h,640000,123,NA,4,1,1,NA,10.5,Western Metropolitan,4217
3/9/2017,h,732500,630,NA,2,1,3,NA,10.5,Western Metropolitan,4217
3/9/2017,u,554000,NA,120,3,1,NA,2000,10.5,Western Metropolitan,6763
3/9/2017,h,780000,NA,118,3,1,2,1965,10.5,Western Metropolitan,6763
3/9/2017,h,713500,520,131,3,1,2,1968,10.5,Western Metropolitan,6763
3/9/2017,h,NA,NA,105,3,1,2,1970,10.5,Western Metropolitan,6763
3/9/2017,h,2170000,NA,NA,4,3,2,NA,10.2,Southern Metropolitan,5457
3/9/2017,h,NA,780,128,3,1,1,1940,10.2,Southern Metropolitan,5457
3/9/2017,h,800000,NA,NA,2,1,1,1960,10.2,Southern Metropolitan,5457
3/9/2017,u,400000,NA,116,3,2,1,2006,18.4,Western Metropolitan,10160
3/9/2017,h,705000,677,138,3,2,1,1980,15.5,Western Metropolitan,5336
3/9/2017,h,1550000,NA,NA,5,2,2,NA,15.5,Eastern Metropolitan,6202
3/9/2017,h,965000,NA,142,4,2,2,1995,12.4,Eastern Metropolitan,5420
3/9/2017,h,NA,671,NA,3,2,2,NA,15.3,Northern Metropolitan,7955
3/9/2017,h,NA,1594,142,3,1,2,1970,15.3,Northern Metropolitan,7955
3/9/2017,h,NA,685,NA,3,3,1,NA,15.3,Northern Metropolitan,7955
3/9/2017,h,1530000,NA,110,3,1,2,1900,7,Northern Metropolitan,8870
3/9/2017,h,NA,NA,NA,3,1,2,NA,7,Northern Metropolitan,8870
3/9/2017,h,1375000,530,145,3,2,3,1950,7,Northern Metropolitan,8870
3/9/2017,t,900000,120,0,3,2,2,2000,7,Northern Metropolitan,8870
3/9/2017,u,735000,NA,NA,3,1,1,NA,4.1,Southern Metropolitan,7217
3/9/2017,h,NA,NA,NA,4,NA,NA,NA,18.4,Western Metropolitan,5811
3/9/2017,h,595000,NA,167,4,2,2,2012,18.4,Western Metropolitan,5811
3/9/2017,h,620000,NA,134,3,1,1,1975,12.9,Western Metropolitan,3296
3/9/2017,h,660000,NA,NA,3,1,1,NA,12.9,Western Metropolitan,3296
3/9/2017,h,782000,650,NA,3,2,6,NA,12.9,Western Metropolitan,3296
3/9/2017,u,533000,NA,116,3,1,1,2002,12.9,Western Metropolitan,3296
3/9/2017,h,1203000,NA,NA,5,3,2,NA,17.2,Eastern Metropolitan,4280
3/9/2017,h,768000,NA,211,3,2,2,2000,17.2,Eastern Metropolitan,4280
3/9/2017,u,NA,NA,NA,3,1,2,NA,8.9,Eastern Metropolitan,2698
3/9/2017,h,1185000,NA,157,3,2,2,1980,8.9,Eastern Metropolitan,2698
3/9/2017,h,NA,839,269,6,3,4,1985,14.7,Eastern Metropolitan,5424
3/9/2017,h,NA,746,185,4,2,1,1980,14.7,Eastern Metropolitan,7082
3/9/2017,h,1420000,1209,NA,4,3,2,NA,21.1,Eastern Metropolitan,2003
3/9/2017,h,856000,NA,122,3,2,1,1956,14.5,Northern Metropolitan,2329
3/9/2017,h,902000,NA,NA,4,2,2,NA,14.5,Northern Metropolitan,2329
3/9/2017,h,NA,NA,NA,5,NA,NA,NA,14.5,Northern Metropolitan,2329
3/9/2017,u,555000,NA,NA,2,NA,NA,NA,14.5,Northern Metropolitan,2329
3/9/2017,h,630000,720,163,4,2,2,2001,14.7,Western Metropolitan,16166
3/9/2017,h,490500,586,NA,4,2,2,NA,14.7,Western Metropolitan,16166
3/9/2017,h,430000,NA,NA,3,1,1,NA,14.7,Western Metropolitan,16166
3/9/2017,h,510000,614,123,3,1,1,1970,14.7,Western Metropolitan,16166
3/9/2017,h,660000,134,NA,3,2,2,NA,6.4,Western Metropolitan,5058
3/9/2017,h,NA,405,152,5,1,2,1950,6.4,Western Metropolitan,5058
3/9/2017,h,1460000,219,NA,3,1,1,NA,3.1,Northern Metropolitan,2230
3/9/2017,u,705000,NA,NA,2,1,2,2005,3.1,Northern Metropolitan,2230
3/9/2017,h,529500,NA,114,3,1,2,1975,16.5,Northern Metropolitan,2474
3/9/2017,u,400000,NA,73,2,1,1,1995,16.5,Northern Metropolitan,2474
3/9/2017,h,1223000,872,NA,4,3,2,NA,16.7,South-Eastern Metropolitan,7392
3/9/2017,h,950000,654,NA,3,2,3,NA,16.7,South-Eastern Metropolitan,7392
3/9/2017,h,1206000,784,NA,5,2,2,NA,16.7,South-Eastern Metropolitan,7392
3/9/2017,h,1035000,NA,NA,3,2,2,NA,16.7,South-Eastern Metropolitan,7392
3/9/2017,h,NA,NA,NA,4,2,2,NA,16.7,South-Eastern Metropolitan,7392
3/9/2017,h,1678000,943,NA,4,2,2,NA,16.7,South-Eastern Metropolitan,7392
3/9/2017,h,1000000,NA,NA,4,2,2,1980,16.7,South-Eastern Metropolitan,7392
3/9/2017,h,1630000,400,NA,4,3,2,NA,6.8,Western Metropolitan,6380
3/9/2017,h,NA,720,325,5,4,6,2005,6.8,Western Metropolitan,802
3/9/2017,t,1525000,150,NA,3,2,2,NA,4.6,Southern Metropolitan,4380
3/9/2017,h,456000,NA,NA,4,2,2,NA,27.2,Western Metropolitan,5262
3/9/2017,h,525000,NA,NA,3,NA,NA,NA,27.2,Western Metropolitan,5262
3/9/2017,h,900000,NA,112,2,2,1,2015,6.3,Western Metropolitan,6543
3/9/2017,h,1060000,NA,237,5,2,3,2002,6.3,Western Metropolitan,6543
3/9/2017,h,890000,338,123,3,1,NA,1906,6.3,Western Metropolitan,6543
3/9/2017,h,NA,NA,NA,4,2,6,NA,6.3,Western Metropolitan,6543
3/9/2017,h,NA,457,NA,2,1,2,NA,6.3,Western Metropolitan,6543
9/9/2017,h,1195000,381,NA,3,2,2,NA,7.5,Western Metropolitan,1543
9/9/2017,h,1000001,697,163,3,2,1,2017,10.4,Western Metropolitan,3464
9/9/2017,h,1064000,767,NA,3,1,1,NA,10.4,Western Metropolitan,3464
9/9/2017,h,540000,NA,134,3,2,2,2014,14,Western Metropolitan,1899
9/9/2017,h,2720000,NA,250,4,3,2,2010,3,Southern Metropolitan,3280
9/9/2017,t,1440000,NA,NA,2,1,1,1980,3,Southern Metropolitan,3280
9/9/2017,u,675000,284,NA,3,1,1,NA,10.5,Western Metropolitan,2185
9/9/2017,h,1170000,268,126,3,1,1,1994,5.7,Northern Metropolitan,2211
9/9/2017,t,NA,NA,NA,2,NA,NA,NA,5.7,Northern Metropolitan,2211
9/9/2017,h,NA,491,123,3,1,1,1968,11,Western Metropolitan,5301
9/9/2017,u,458000,63,75,2,1,1,1975,11,Western Metropolitan,5301
9/9/2017,h,NA,487,166,3,2,2,2004,15.5,Western Metropolitan,7630
9/9/2017,h,NA,557,163,4,2,2,1982,15.5,Western Metropolitan,7630
9/9/2017,h,NA,556,NA,3,1,3,NA,9.4,Western Metropolitan,5132
9/9/2017,h,NA,204,147,3,2,NA,1900,6.3,Southern Metropolitan,4836
9/9/2017,h,870000,388,92,3,2,3,1950,4.3,Western Metropolitan,6567
9/9/2017,u,870000,3215,178,3,2,1,1900,4.3,Western Metropolitan,6567
9/9/2017,h,NA,230,111,2,1,2,1982,4.3,Western Metropolitan,6567
9/9/2017,h,NA,NA,125,2,1,1,1950,4.3,Western Metropolitan,6567
9/9/2017,t,850000,NA,NA,4,NA,NA,NA,4.3,Western Metropolitan,6567
9/9/2017,u,355500,NA,NA,1,1,1,NA,4.3,Western Metropolitan,6567
9/9/2017,h,1850000,NA,NA,5,3,2,NA,4.3,Western Metropolitan,6567
9/9/2017,h,1550000,670,NA,4,2,2,NA,10.2,Southern Metropolitan,3052
9/9/2017,h,NA,716,NA,4,2,2,NA,10.2,Southern Metropolitan,3052
9/9/2017,t,1020000,NA,NA,4,NA,NA,NA,10.2,Southern Metropolitan,2894
9/9/2017,h,1200000,NA,NA,3,2,2,NA,10.2,Southern Metropolitan,2894
9/9/2017,h,NA,593,372,5,3,5,2000,21.5,South-Eastern Metropolitan,2824
9/9/2017,t,NA,3931,NA,3,1,2,NA,21.5,South-Eastern Metropolitan,2824
9/9/2017,h,780000,292,91,3,1,2,1955,21.5,South-Eastern Metropolitan,2824
9/9/2017,h,880000,588,NA,3,2,1,NA,21.5,South-Eastern Metropolitan,2243
9/9/2017,h,830000,NA,169,4,2,2,1980,21.5,South-Eastern Metropolitan,2243
9/9/2017,h,640000,607,NA,3,2,2,NA,16.5,Northern Metropolitan,1130
9/9/2017,u,NA,NA,NA,2,NA,NA,NA,6.4,Southern Metropolitan,2952
9/9/2017,u,1005000,NA,NA,2,1,1,1990,7.9,Southern Metropolitan,5682
9/9/2017,u,590000,NA,NA,2,1,2,NA,7.9,Southern Metropolitan,5682
9/9/2017,h,2250000,NA,245,4,2,2,1925,7.9,Southern Metropolitan,5682
9/9/2017,u,1455000,NA,20,3,2,2,1994,7.9,Southern Metropolitan,5682
9/9/2017,h,2750000,1235,397,5,5,2,2016,7.9,Southern Metropolitan,5682
9/9/2017,h,2936000,NA,NA,5,NA,NA,NA,7.9,Southern Metropolitan,5682
9/9/2017,h,NA,902,NA,4,3,2,NA,7.9,Southern Metropolitan,5682
9/9/2017,h,1950000,747,NA,4,3,1,NA,9.7,Southern Metropolitan,7809
9/9/2017,h,1790000,NA,NA,4,1,6,NA,9.7,Southern Metropolitan,7809
9/9/2017,h,NA,2400,NA,4,2,2,NA,9.7,Southern Metropolitan,7809
9/9/2017,h,2000000,700,300,4,2,5,2007,9.7,Southern Metropolitan,7809
9/9/2017,h,NA,NA,425,5,3,2,2007,9.7,Southern Metropolitan,7809
9/9/2017,h,900000,656,193,4,2,2,1975,23.2,Eastern Metropolitan,3598
9/9/2017,h,885000,NA,NA,2,1,1,NA,17.3,Southern Metropolitan,5366
9/9/2017,h,NA,NA,NA,3,2,1,NA,17.3,Southern Metropolitan,5366
9/9/2017,h,1750000,782,NA,3,2,2,NA,17.3,Southern Metropolitan,5366
9/9/2017,h,1354000,612,124,3,1,2,1950,17.3,Southern Metropolitan,5366
9/9/2017,t,865000,NA,NA,2,2,2,NA,17.3,Southern Metropolitan,5366
9/9/2017,h,1532000,628,NA,3,1,2,NA,11.4,Southern Metropolitan,6795
9/9/2017,h,1175000,NA,NA,3,2,2,NA,11.4,Southern Metropolitan,6795
9/9/2017,t,1210000,NA,NA,4,NA,NA,NA,11.4,Southern Metropolitan,6795
9/9/2017,u,818000,NA,NA,2,NA,NA,NA,11.4,Southern Metropolitan,6795
9/9/2017,h,1362000,NA,NA,3,NA,NA,NA,11.4,Southern Metropolitan,6795
9/9/2017,t,NA,297,NA,3,2,2,NA,11.4,Southern Metropolitan,6795
9/9/2017,h,1677500,NA,NA,4,1,2,NA,11.4,Southern Metropolitan,6795
9/9/2017,h,2151000,811,NA,4,3,2,1975,11.4,Southern Metropolitan,6795
9/9/2017,t,NA,NA,NA,3,NA,NA,NA,11.4,Southern Metropolitan,6795
9/9/2017,h,1111000,NA,NA,3,2,2,NA,13.8,Southern Metropolitan,10969
9/9/2017,h,1285000,NA,NA,3,2,1,NA,13.8,Southern Metropolitan,10969
9/9/2017,h,980000,NA,122,3,1,1,1970,13.8,Southern Metropolitan,10969
9/9/2017,h,NA,NA,NA,3,1,1,NA,13.8,Southern Metropolitan,10969
9/9/2017,h,1720000,659,NA,4,2,2,1950,17.3,Southern Metropolitan,2866
9/9/2017,h,2000000,823,NA,4,2,4,NA,17.3,Southern Metropolitan,2866
9/9/2017,h,NA,607,173,3,2,2,1960,13.4,Eastern Metropolitan,5713
9/9/2017,h,1390000,698,194,3,2,3,1945,13.4,Eastern Metropolitan,5713
9/9/2017,h,1490000,NA,NA,3,1,2,NA,13.4,Eastern Metropolitan,5713
9/9/2017,h,NA,653,278,5,2,2,2010,13.4,Eastern Metropolitan,5713
9/9/2017,h,NA,617,NA,3,1,2,NA,13.4,Eastern Metropolitan,2867
9/9/2017,h,1151000,923,NA,4,2,2,NA,13.4,Eastern Metropolitan,2867
9/9/2017,h,NA,560,146,3,2,1,1970,13.4,Eastern Metropolitan,4387
9/9/2017,h,NA,838,NA,3,1,2,NA,25,Eastern Metropolitan,9704
9/9/2017,h,701000,NA,NA,3,NA,NA,NA,25,Eastern Metropolitan,9704
9/9/2017,h,834500,685,NA,3,1,4,NA,8.6,Western Metropolitan,3589
9/9/2017,t,NA,NA,157,3,2,2,2014,16.1,Eastern Metropolitan,1390
9/9/2017,h,692000,NA,NA,3,1,1,NA,16.1,Eastern Metropolitan,1390
9/9/2017,u,1640000,NA,NA,2,NA,NA,NA,10.5,Southern Metropolitan,10579
9/9/2017,h,1850000,NA,NA,3,2,2,NA,10.5,Southern Metropolitan,10579
9/9/2017,h,NA,NA,300,3,3,2,2004,10.5,Southern Metropolitan,10579
9/9/2017,t,2900000,NA,297,3,2,4,1990,10.5,Southern Metropolitan,10579
9/9/2017,t,NA,NA,NA,3,NA,NA,NA,10.3,Southern Metropolitan,6938
9/9/2017,h,NA,NA,NA,3,3,2,NA,10.3,Southern Metropolitan,6938
9/9/2017,u,400000,NA,99,2,1,1,2009,14,Northern Metropolitan,4294
9/9/2017,h,649000,656,NA,3,1,1,NA,14,Northern Metropolitan,4294
9/9/2017,u,477000,NA,94,3,1,2,NA,14,Northern Metropolitan,4294
9/9/2017,h,753000,696,NA,4,1,2,NA,14,Northern Metropolitan,4294
9/9/2017,h,NA,275,110,3,2,NA,1910,5.2,Northern Metropolitan,11918
9/9/2017,h,850000,NA,NA,3,2,1,NA,5.2,Northern Metropolitan,11918
9/9/2017,h,NA,208,NA,2,1,NA,1930,5.2,Northern Metropolitan,11918
9/9/2017,u,453650,NA,NA,2,1,1,NA,5.2,Northern Metropolitan,11918
9/9/2017,t,870000,NA,NA,3,2,1,NA,5.2,Northern Metropolitan,11918
9/9/2017,h,NA,195,123,2,1,NA,1890,5.2,Northern Metropolitan,11918
9/9/2017,h,950000,NA,NA,2,1,NA,NA,5.2,Northern Metropolitan,11918
9/9/2017,u,463000,NA,39,1,1,2,1960,4,Northern Metropolitan,5533
9/9/2017,h,875000,275,106,3,1,1,1910,5.2,Northern Metropolitan,7082
9/9/2017,h,1250000,600,180,4,2,2,2004,5.2,Northern Metropolitan,7082
9/9/2017,u,315500,NA,NA,1,1,1,NA,5.2,Northern Metropolitan,7082
9/9/2017,h,1225000,501,495,2,1,2,1930,5.2,Northern Metropolitan,7082
9/9/2017,h,980000,573,161,3,2,1,1970,10.8,Eastern Metropolitan,4480
9/9/2017,u,580000,NA,NA,3,NA,NA,NA,12.1,Northern Metropolitan,10175
9/9/2017,h,NA,NA,NA,3,2,1,1970,12.1,Northern Metropolitan,10175
9/9/2017,h,830000,NA,132,3,2,2,1975,12.1,Northern Metropolitan,10175
9/9/2017,h,758000,331,331,4,3,2,2010,12.1,Northern Metropolitan,10175
9/9/2017,h,NA,349,165,3,1,1,1980,12.1,Northern Metropolitan,10175
9/9/2017,u,370000,NA,44,1,1,1,1970,2.4,Northern Metropolitan,438
9/9/2017,h,NA,NA,NA,3,NA,NA,NA,10.4,Southern Metropolitan,5678
9/9/2017,h,NA,NA,NA,3,NA,NA,NA,10.4,Southern Metropolitan,5678
9/9/2017,h,1750000,514,258,4,2,4,2000,10.4,Southern Metropolitan,5678
9/9/2017,h,NA,NA,127,3,1,2,1960,14.7,Eastern Metropolitan,4048
9/9/2017,h,NA,595,331,4,2,2,2003,14.8,Western Metropolitan,2674
9/9/2017,h,670000,NA,NA,3,2,2,2002,14.8,Western Metropolitan,2674
9/9/2017,h,NA,780,NA,3,1,1,NA,7.7,Southern Metropolitan,8920
9/9/2017,h,2410000,NA,NA,2,1,3,NA,7.7,Southern Metropolitan,8920
9/9/2017,u,752500,NA,NA,2,2,1,NA,7.7,Southern Metropolitan,8920
9/9/2017,h,NA,745,NA,4,2,2,1930,7.7,Southern Metropolitan,8920
9/9/2017,u,NA,NA,89,2,2,1,2012,7.7,Southern Metropolitan,8920
9/9/2017,h,3100000,NA,NA,4,2,2,NA,7.7,Southern Metropolitan,8920
9/9/2017,h,NA,NA,158,3,2,2,1915,8.4,Southern Metropolitan,3265
9/9/2017,u,NA,NA,NA,3,1,1,1968,8.4,Southern Metropolitan,3265
9/9/2017,h,3130000,618,NA,4,2,2,NA,8.4,Southern Metropolitan,3265
9/9/2017,h,2650000,NA,255,4,2,2,1986,8.4,Southern Metropolitan,3265
9/9/2017,h,1500000,NA,NA,3,2,2,1987,8.4,Southern Metropolitan,3265
9/9/2017,h,NA,868,NA,5,2,2,NA,8.4,Southern Metropolitan,3265
9/9/2017,h,NA,NA,385,4,3,2,2002,8.4,Southern Metropolitan,3265
9/9/2017,u,NA,NA,NA,2,NA,NA,NA,1.6,Northern Metropolitan,6786
9/9/2017,h,1263000,110,128,3,1,1,1880,1.6,Northern Metropolitan,6786
9/9/2017,h,NA,121,87,2,1,1,1890,1.6,Northern Metropolitan,6786
9/9/2017,h,800000,117,NA,2,1,NA,NA,1.6,Northern Metropolitan,6786
9/9/2017,h,1065000,4025,NA,2,1,NA,NA,3.5,Northern Metropolitan,3106
9/9/2017,h,950000,97,NA,2,1,NA,NA,3.5,Northern Metropolitan,3106
9/9/2017,t,NA,NA,NA,3,NA,NA,NA,10.1,Southern Metropolitan,7822
9/9/2017,u,545000,NA,NA,2,1,1,NA,10.1,Southern Metropolitan,7822
9/9/2017,u,NA,NA,NA,5,3,2,2012,10.1,Southern Metropolitan,7822
9/9/2017,u,NA,NA,77,2,2,1,1970,10.1,Southern Metropolitan,7822
9/9/2017,u,353000,NA,NA,1,NA,NA,NA,10.1,Southern Metropolitan,7822
9/9/2017,h,890000,NA,NA,2,1,4,1960,31.2,South-Eastern Metropolitan,1989
9/9/2017,u,341000,NA,43,1,1,1,1960,8.7,Southern Metropolitan,2379
9/9/2017,h,1758000,NA,169,4,2,2,1920,8.7,Southern Metropolitan,5051
9/9/2017,u,585000,NA,NA,2,1,1,NA,8.7,Southern Metropolitan,5051
9/9/2017,u,NA,NA,NA,2,NA,NA,NA,8.7,Southern Metropolitan,5051
9/9/2017,h,970000,NA,78,2,1,2,1955,11.7,Southern Metropolitan,3582
9/9/2017,h,930000,NA,94,4,2,2,1950,27,South-Eastern Metropolitan,3906
9/9/2017,h,948000,570,NA,3,1,2,NA,17.9,Southern Metropolitan,9758
9/9/2017,u,NA,NA,NA,2,1,1,NA,17.9,Southern Metropolitan,9758
9/9/2017,h,NA,600,115,3,1,0,1955,17.5,South-Eastern Metropolitan,2727
9/9/2017,h,850000,613,NA,3,1,2,NA,17.5,South-Eastern Metropolitan,4734
9/9/2017,h,985000,674,98,3,1,2,1950,17.5,South-Eastern Metropolitan,4734
9/9/2017,h,1250500,1226,NA,3,1,2,NA,17.5,South-Eastern Metropolitan,4734
9/9/2017,h,805000,539,NA,3,1,1,NA,17.5,South-Eastern Metropolitan,4734
9/9/2017,h,1320000,191,NA,2,1,1,1890,3.6,Northern Metropolitan,2954
9/9/2017,h,NA,NA,149,3,2,1,NA,6.7,Northern Metropolitan,11204
9/9/2017,h,1326000,524,NA,3,1,2,NA,6.7,Northern Metropolitan,11204
9/9/2017,u,NA,NA,NA,1,1,1,1970,6.7,Northern Metropolitan,11204
9/9/2017,h,1010000,NA,310,3,1,1,NA,6.7,Northern Metropolitan,11204
9/9/2017,h,NA,NA,NA,3,2,2,NA,6.7,Northern Metropolitan,11204
9/9/2017,t,875000,NA,137,3,2,2,2000,6.7,Northern Metropolitan,11204
9/9/2017,u,NA,NA,51,1,1,1,2004,2,Northern Metropolitan,4553
9/9/2017,u,1250000,909,NA,2,2,2,NA,2,Northern Metropolitan,4553
9/9/2017,h,595000,641,110,4,1,0,1990,20.6,Northern Metropolitan,15510
9/9/2017,h,NA,NA,NA,3,1,1,2000,20.6,Northern Metropolitan,15510
9/9/2017,h,NA,NA,NA,4,NA,NA,NA,20.6,Northern Metropolitan,15510
9/9/2017,h,NA,NA,NA,3,NA,NA,NA,20.6,Northern Metropolitan,15510
9/9/2017,h,NA,262,131,3,2,1,2015,20.6,Northern Metropolitan,15510
9/9/2017,h,1200000,160,NA,2,1,NA,NA,2.4,Northern Metropolitan,1123
9/9/2017,h,NA,NA,352,5,3,2,2006,23,Eastern Metropolitan,11925
9/9/2017,h,1020000,NA,130,3,1,1,1971,23,Eastern Metropolitan,1863
9/9/2017,t,560500,NA,NA,4,NA,NA,NA,14,Northern Metropolitan,2246
9/9/2017,h,680000,NA,NA,4,2,2,2012,14,Northern Metropolitan,2246
9/9/2017,h,NA,612,147,4,2,1,1950,24.7,South-Eastern Metropolitan,10894
9/9/2017,u,320000,NA,NA,2,1,1,1970,24.7,South-Eastern Metropolitan,10894
9/9/2017,u,NA,NA,NA,2,2,1,2005,24.7,South-Eastern Metropolitan,8322
9/9/2017,h,530000,NA,156,3,2,2,2009,14.8,Western Metropolitan,6388
9/9/2017,h,589000,544,125,3,2,2,1996,14.8,Western Metropolitan,6388
9/9/2017,h,630000,504,NA,3,2,2,NA,14.7,Western Metropolitan,2276
9/9/2017,h,745000,767,NA,4,2,2,NA,21.8,Northern Victoria,4258
9/9/2017,h,952000,681,168,4,2,3,1970,22.2,South-Eastern Metropolitan,3940
9/9/2017,u,NA,NA,NA,2,NA,NA,NA,1.4,Southern Metropolitan,4707
9/9/2017,h,1255000,670,NA,4,2,1,NA,12.4,Eastern Metropolitan,9028
9/9/2017,h,1540500,726,NA,5,2,2,NA,12.4,Eastern Metropolitan,9028
9/9/2017,h,1430000,NA,NA,3,1,2,NA,14.3,Eastern Metropolitan,10999
9/9/2017,h,1209000,635,NA,3,1,2,NA,14.3,Eastern Metropolitan,10999
9/9/2017,h,1300000,NA,NA,4,NA,NA,NA,14.3,Eastern Metropolitan,10999
9/9/2017,h,1730000,746,NA,5,2,2,NA,14.3,Eastern Metropolitan,10999
9/9/2017,h,1510000,677,NA,5,2,3,NA,14.3,Eastern Metropolitan,10999
9/9/2017,h,1600000,878,306,4,3,2,1970,14.3,Eastern Metropolitan,10999
9/9/2017,u,718500,255,NA,2,1,1,NA,16.1,Eastern Metropolitan,4790
9/9/2017,h,481000,359,150,3,2,1,2011,25.9,Northern Victoria,7254
9/9/2017,h,1100000,NA,296,5,3,6,2007,25.9,Northern Victoria,7254
9/9/2017,h,568500,NA,90,3,1,2,1950,28.8,South-Eastern Metropolitan,3533
9/9/2017,h,1867000,NA,294,4,3,2,1920,8.9,Eastern Metropolitan,1651
9/9/2017,u,647500,NA,NA,3,1,2,NA,27,South-Eastern Metropolitan,2546
9/9/2017,h,1250000,NA,NA,2,1,2,NA,7.2,Southern Metropolitan,4898
9/9/2017,u,566000,845,NA,2,1,1,NA,18,Eastern Metropolitan,6990
9/9/2017,h,967000,NA,155,4,3,2,1985,18,Eastern Metropolitan,6990
9/9/2017,h,950000,651,198,4,2,2,1990,18,Eastern Metropolitan,2346
9/9/2017,h,1400000,225,122,3,2,NA,1890,7.2,Southern Metropolitan,8989
9/9/2017,h,1450000,213,NA,2,2,NA,NA,7.2,Southern Metropolitan,8989
9/9/2017,h,640500,NA,NA,4,2,2,2005,19.6,Northern Metropolitan,10926
9/9/2017,u,454000,NA,NA,2,1,1,2000,19.6,Northern Metropolitan,10926
9/9/2017,h,375000,167,NA,3,1,1,2011,19.6,Northern Metropolitan,10926
9/9/2017,h,641000,535,148,3,2,2,1970,19.6,Northern Metropolitan,10926
9/9/2017,h,555000,NA,98,3,2,4,1985,19.6,Northern Metropolitan,10926
9/9/2017,u,291000,161,NA,2,1,1,NA,19.6,Northern Metropolitan,10926
9/9/2017,h,993000,595,169,3,2,2,NA,7.5,Western Metropolitan,9264
9/9/2017,h,1527500,NA,NA,3,2,3,NA,7.5,Western Metropolitan,9264
9/9/2017,h,950000,NA,NA,3,1,2,NA,7.5,Western Metropolitan,588
9/9/2017,h,1575000,NA,NA,4,NA,NA,NA,5.7,Northern Metropolitan,2970
9/9/2017,u,508000,NA,NA,2,1,1,NA,5.7,Northern Metropolitan,2970
9/9/2017,h,NA,531,NA,3,1,3,NA,5.7,Northern Metropolitan,2970
9/9/2017,u,475000,NA,72,2,1,1,2016,13.1,Northern Metropolitan,5070
9/9/2017,h,NA,408,NA,3,1,1,1960,13.1,Northern Metropolitan,5070
9/9/2017,h,820000,728,NA,4,2,2,1970,24.8,Eastern Metropolitan,10788
9/9/2017,h,797000,626,145,3,2,1,1995,24.8,Eastern Metropolitan,10788
